y_am_pef,tempin,humidin,pm25in,co2in,tempdiffin,humidiffin,pm25diffin,pm10,pm25,o3,no2,co,so2,temp,windsd,humid,varp,dewpt,airp,seap,solrhr,solramnt,grdt,class
0.322445333,0.430387199,0.223654285,0.291847497,0.308708251,0.730062783,0.416137934,0.477248728,0.471514255,0.174287841,0.451172739,0.091044769,0.156899214,0.286003083,0.305156767,0.669378042,0.290573239,0.077725261,0.325636357,0.605885446,0.590209723,0.620633245,0.255307049,0.174616411,0
0.412,0.628,0.734,0.366,0.041,0.211,0.329,0.593,0.205,0.151,0.7,0.118,0.221,0.0,0.807,0.508,0.823,0.682,0.848,0.0,0.0,0.14,0.184,0.719,1
0.239,0.798,0.488,0.087,0.434,0.404,0.613,0.431,0.252,0.099,0.567,0.098,0.069,0.0,0.671,0.935,0.349,0.301,0.591,0.479,0.474,0.049,0.117,0.46,0
0.364,0.533,0.686,0.214,0.303,0.16,0.681,0.329,0.295,0.32,0.667,0.275,0.221,0.444,0.833,0.189,0.456,0.484,0.75,0.314,0.306,0.894,0.799,0.776,1
0.30917713046073914,0.3730100095272064,0.24362947046756744,0.3173196017742157,0.32989540696144104,0.7105109095573425,0.4282439053058624,0.4647994935512543,0.4644051492214203,0.21641306579113007,0.2326756715774536,0.309946209192276,0.35150793194770813,0.2941860258579254,0.30422598123550415,0.25529536604881287,0.29556170105934143,0.08145171403884888,0.2905234396457672,0.7351788282394409,0.7395011782646179,0.6169467568397522,0.23439790308475494,0.19520051777362823,0
0.290916175,0.208522022,0.079895429,0.111707404,0.220957801,0.883368969,0.538619936,0.53699702,0.204575077,0.028841568,0.442935199,0.02521709,0.052247997,0.117740288,0.123372473,0.779787004,0.072998881,0.010065787,0.108980954,0.779784322,0.814195275,0.820788503,0.250109851,0.062248722,0
0.30096218,0.54537636,0.317458451,0.40445441,0.317346334,0.556879938,0.29783833,0.394694537,0.604609966,0.365144014,0.242294833,0.284573406,0.390475839,0.309533536,0.470575243,0.333022118,0.487790585,0.209732667,0.469557017,0.628587604,0.653643668,0.430536032,0.174582198,0.300179243,0
0.304,0.761,0.835,0.208,0.341,0.048,0.811,0.404,0.305,0.231,0.933,0.294,0.266,0.222,0.982,0.26,0.464,0.691,0.867,0.11,0.101,0.722,0.73,0.91,1
0.318989486,0.369497687,0.262735486,0.265911102,0.466756552,0.734704375,0.572142303,0.574271262,0.367271841,0.129760295,0.341906548,0.236935392,0.274627894,0.381361634,0.266822696,0.329733551,0.263157487,0.081295751,0.26662448,0.75041908,0.694885433,0.670505226,0.34471491,0.180241793,0
0.3513513207435608,0.6766804456710815,0.5849077701568604,0.34767886996269226,0.5297613143920898,0.36165133118629456,0.710961103439331,0.4995441138744354,0.4632505774497986,0.23799575865268707,0.46074187755584717,0.4371829330921173,0.41926416754722595,0.31185293197631836,0.6976696848869324,0.19849883019924164,0.3041064441204071,0.40091851353645325,0.5725885033607483,0.568843424320221,0.5518971681594849,0.7681046724319458,0.6565183401107788,0.6026251912117004,0
0.277105361,0.852001905,0.603231132,0.470739901,0.350056499,0.292066723,0.327892393,0.415905297,0.64412421,0.456158906,0.377501279,0.397970676,0.483906507,0.427127123,0.755448937,0.259816527,0.743372738,0.600955904,0.793597281,0.472742707,0.464994818,0.227137983,0.162254244,0.648571968,0
0.32294219732284546,0.2728687822818756,0.15855489671230316,0.1805204302072525,0.38177406787872314,0.8008348345756531,0.5458076596260071,0.5056703090667725,0.30546119809150696,0.08657386898994446,0.2019682377576828,0.27607160806655884,0.23312900960445404,0.21957919001579285,0.19847746193408966,0.2104373574256897,0.1635138988494873,0.026209471747279167,0.17043304443359375,0.826076865196228,0.8447896838188171,0.7953929305076599,0.2587973475456238,0.13167347013950348,0
0.463,0.585,0.654,0.44,0.319,0.092,0.694,0.397,0.44,0.433,0.833,0.137,0.318,0.444,0.905,0.124,0.417,0.541,0.779,0.299,0.289,0.852,0.894,0.898,1
0.29270946979522705,0.7305399179458618,0.5455381274223328,0.43219149112701416,0.4599851071834564,0.33381903171539307,0.39216336607933044,0.35462868213653564,0.6232163310050964,0.4901007413864136,0.14686496555805206,0.7351595163345337,0.6247685551643372,0.3620114028453827,0.7075918316841125,0.04048291966319084,0.6310240030288696,0.357571005821228,0.6953418850898743,0.724439799785614,0.7061293125152588,0.4246380031108856,0.24261349439620972,0.5557869672775269,0
0.308,0.471,0.571,0.607,0.508,0.514,0.321,0.644,0.457,0.296,0.433,0.275,0.341,0.222,0.503,0.412,0.691,0.275,0.574,0.54,0.538,0.772,0.476,0.365,1
0.347795993,0.612027168,0.416000664,0.591359258,0.349964172,0.491702378,0.208226278,0.304698467,0.810774028,0.704312921,0.264500201,0.392728984,0.46601963,0.431770414,0.542886555,0.292373091,0.669674158,0.331642419,0.666282713,0.504194498,0.485339403,0.350828141,0.16726613,0.350876391,0
0.27354657649993896,0.5611162185668945,0.32553279399871826,0.36186444759368896,0.2912938892841339,0.5929663181304932,0.31299665570259094,0.44521838426589966,0.5235700607299805,0.27282586693763733,0.2554864287376404,0.27088481187820435,0.35257285833358765,0.3145653307437897,0.44385942816734314,0.32560235261917114,0.48369836807250977,0.1742355078458786,0.4531274735927582,0.6541755199432373,0.6456109881401062,0.3478686213493347,0.15092718601226807,0.27829715609550476,0
0.337,0.753,0.448,0.306,0.27,0.548,0.073,0.46,0.345,0.25,0.333,0.294,0.376,0.111,0.532,0.689,0.815,0.327,0.625,0.024,0.03,0.0,0.059,0.334,1
0.239,0.562,0.369,0.448,0.23,0.603,0.631,0.546,0.426,0.273,0.3,0.235,0.312,0.222,0.443,0.247,0.231,0.126,0.377,0.82,0.813,0.614,0.482,0.336,0
0.2928162217140198,0.8191373348236084,0.5490932464599609,0.13739579916000366,0.490175724029541,0.29566270112991333,0.7071898579597473,0.5682509541511536,0.21940243244171143,0.043977685272693634,0.47613492608070374,0.14455543458461761,0.1371225118637085,0.1720486730337143,0.7484273314476013,0.4390915036201477,0.3329578638076782,0.3309532105922699,0.6252359747886658,0.5726587176322937,0.5428004860877991,0.6032181978225708,0.4848325550556183,0.6307718753814697,0
0.317161798,0.527490616,0.265878737,0.324155569,0.286223114,0.63139832,0.37467286,0.455669016,0.496030271,0.205838829,0.451296985,0.101310141,0.198594451,0.290507585,0.414439797,0.716647089,0.382413924,0.146173969,0.386489153,0.528163195,0.547927558,0.522772074,0.234688357,0.253101736,0
0.233257324,0.748493671,0.443360358,0.340272456,0.297977656,0.414853513,0.349794656,0.540978312,0.468469471,0.187521562,0.334533215,0.160035834,0.336354971,0.307376981,0.638362229,0.586999655,0.519936264,0.420210928,0.528839529,0.551337004,0.544991851,0.266752988,0.160277784,0.486569852,0
0.0,0.9,0.82,0.214,0.307,0.169,0.38,0.369,0.436,0.275,0.633,0.314,0.266,0.333,0.902,0.281,0.851,0.832,0.933,0.454,0.437,0.083,0.112,0.815,0
0.494,0.511,0.617,0.394,0.654,0.413,0.357,0.318,0.659,0.483,0.2,0.412,0.613,0.333,0.602,0.224,0.697,0.368,0.655,0.626,0.617,0.409,0.147,0.467,1
0.43,0.594,0.226,0.261,0.228,0.639,0.606,0.63,0.397,0.023,0.367,0.098,0.047,0.0,0.418,0.727,0.131,0.098,0.318,0.807,0.803,0.746,0.241,0.351,1
0.281569213,0.387931377,0.2107611,0.217750192,0.308797508,0.72971642,0.516798675,0.559658647,0.313775063,0.079093412,0.28428635,0.128729925,0.20714058,0.227901027,0.280412555,0.44835633,0.193951026,0.061030544,0.225707188,0.778838336,0.766583025,0.637452662,0.23082678,0.186533406,0
0.298165649,0.237278745,0.160348803,0.189487487,0.351151526,0.818870783,0.569768906,0.541338503,0.269896865,0.079996102,0.191977218,0.248429641,0.245241642,0.20473966,0.178578228,0.170585006,0.136015013,0.02695711,0.155377209,0.881946623,0.879947484,0.772848725,0.266873449,0.116845548,0
0.175,0.747,0.316,0.346,0.392,0.618,0.478,0.473,0.518,0.269,0.133,0.529,0.429,0.556,0.468,0.138,0.327,0.16,0.421,0.656,0.652,0.738,0.237,0.289,1
0.3065698444843292,0.48750191926956177,0.3083597719669342,0.23867613077163696,0.37378761172294617,0.6205339431762695,0.5424222350120544,0.5142038464546204,0.3599225580692291,0.12331053614616394,0.3180748224258423,0.23043136298656464,0.2527993321418762,0.24928542971611023,0.4040950834751129,0.33577924966812134,0.27548977732658386,0.11520112305879593,0.34967878460884094,0.6875283122062683,0.6871848702430725,0.6542657017707825,0.31774091720581055,0.284951776266098,0
0.3000241219997406,0.46083903312683105,0.29486599564552307,0.2967674732208252,0.3474774956703186,0.6336207985877991,0.4472969174385071,0.4654845595359802,0.44144830107688904,0.1987549215555191,0.23106659948825836,0.3196965754032135,0.34036120772361755,0.2827624976634979,0.38549718260765076,0.2353793829679489,0.340408056974411,0.11169110238552094,0.36308011412620544,0.7217464447021484,0.7165765166282654,0.5814909338951111,0.2451850324869156,0.2550716698169708,0
0.204,0.449,0.352,0.284,0.536,0.647,0.639,0.53,0.434,0.154,0.467,0.098,0.168,0.333,0.38,0.441,0.209,0.103,0.314,0.528,0.53,0.821,0.307,0.251,0
0.248,0.537,0.346,0.31,0.155,0.464,0.177,0.38,0.4,0.342,0.5,0.275,0.301,0.333,0.562,0.224,0.631,0.296,0.596,0.397,0.398,0.837,0.756,0.504,1
0.299,0.564,0.398,0.546,0.639,0.64,0.687,0.741,0.336,0.137,0.3,0.314,0.226,0.222,0.41,0.333,0.203,0.105,0.324,0.678,0.676,0.829,0.333,0.313,1
0.264630884,0.626747012,0.291079432,0.327799618,0.257327169,0.617183685,0.308183491,0.493160129,0.517402232,0.180607393,0.460046023,0.059170723,0.176539674,0.271825671,0.472341955,0.811950386,0.397861034,0.172127262,0.439171016,0.506923676,0.476504445,0.415788203,0.169647768,0.278415084,0
0.3199264109134674,0.3123939335346222,0.20776143670082092,0.27285251021385193,0.38773658871650696,0.7309033274650574,0.4544045627117157,0.42214280366897583,0.4364696145057678,0.21273575723171234,0.11472872644662857,0.5262979865074158,0.4207656979560852,0.27838024497032166,0.2642844021320343,0.07867613434791565,0.2743369936943054,0.04345095902681351,0.25569626688957214,0.8469928503036499,0.8518532514572144,0.7201749086380005,0.2267937958240509,0.1684093177318573,0
0.182,0.439,0.248,0.141,0.247,0.612,0.104,0.454,0.312,0.119,0.1,0.529,0.456,0.111,0.409,0.09,0.614,0.195,0.46,0.916,0.909,0.591,0.211,0.295,0
0.323976964,0.382864326,0.231335223,0.318532735,0.34436959,0.704710305,0.409734219,0.430365026,0.494983405,0.243359372,0.250424564,0.268965602,0.306907237,0.285962731,0.305317432,0.263866961,0.320066631,0.081115849,0.322884649,0.735968947,0.747453332,0.626556993,0.230936944,0.186117038,0
0.364,0.878,0.868,0.253,0.363,0.22,0.361,0.557,0.279,0.098,0.367,0.157,0.133,0.111,0.853,0.318,0.909,0.775,0.907,0.412,0.402,0.041,0.249,0.791,1
0.239,0.708,0.436,0.587,0.565,0.552,0.215,0.0,1.0,1.0,0.033,0.882,0.734,0.444,0.519,0.138,0.673,0.282,0.585,0.419,0.418,0.091,0.09,0.298,1
0.299,0.53,0.262,0.182,0.346,0.702,0.657,0.486,0.314,0.118,0.267,0.118,0.214,0.222,0.348,0.474,0.114,0.069,0.257,0.893,0.889,0.567,0.164,0.206,0
0.26251018,0.572932303,0.364371747,0.388608724,0.342121452,0.549881816,0.335499227,0.469328374,0.547016025,0.280459464,0.212328136,0.298159599,0.413332343,0.324431181,0.489436537,0.28755486,0.451639563,0.22634539,0.451303542,0.696164548,0.660899818,0.397163481,0.170640409,0.322568655,0
0.27113527059555054,0.44383659958839417,0.20767182111740112,0.23702619969844818,0.29102596640586853,0.7084253430366516,0.3243113160133362,0.45630720257759094,0.39394885301589966,0.1453077793121338,0.16648580133914948,0.24960413575172424,0.260328084230423,0.2514788508415222,0.299098938703537,0.26369836926460266,0.38863223791122437,0.06119196116924286,0.31471413373947144,0.7747789621353149,0.7753227949142456,0.4307415187358856,0.11291126161813736,0.17076100409030914,0
0.388,0.672,0.51,0.214,0.418,0.503,0.158,0.348,0.44,0.298,0.6,0.137,0.157,0.333,0.555,0.261,0.79,0.343,0.642,0.694,0.69,0.754,0.597,0.492,1
0.346,0.563,0.388,0.319,0.308,0.434,0.123,0.337,0.496,0.399,0.167,0.412,0.573,0.333,0.595,0.377,0.718,0.358,0.654,0.701,0.692,0.459,0.148,0.322,1
0.532,0.803,0.875,0.522,0.568,0.162,0.487,0.555,0.558,0.325,0.6,0.098,0.208,0.333,0.888,0.288,0.799,0.773,0.905,0.391,0.38,0.033,0.227,0.777,1
0.328867435,0.463244766,0.300822854,0.309499979,0.401947081,0.707339883,0.527641058,0.568245053,0.420782566,0.166704893,0.448728204,0.163176626,0.223632589,0.385059237,0.334778875,0.535755277,0.317032337,0.114575937,0.320401311,0.647469759,0.576624393,0.629416347,0.33940661,0.225680172,0
0.437,0.623,0.62,0.036,0.29,0.224,0.772,0.393,0.125,0.1,0.333,0.314,0.168,0.0,0.795,0.381,0.316,0.393,0.672,0.261,0.256,0.163,0.343,0.65,1
0.2987549602985382,0.5562887787818909,0.39101341366767883,0.49577757716178894,0.34596478939056396,0.5318689942359924,0.29891639947891235,0.3710217773914337,0.6613115668296814,0.525650680065155,0.17434854805469513,0.5725023150444031,0.5908275842666626,0.3923705816268921,0.5057738423347473,0.11240580677986145,0.5598358511924744,0.23290330171585083,0.5283174514770508,0.700330376625061,0.6877197027206421,0.38635963201522827,0.18172211945056915,0.33829325437545776,0
0.29,0.477,0.558,0.767,0.308,0.411,0.096,0.266,0.757,0.852,0.8,0.176,0.589,0.222,0.597,0.104,0.889,0.414,0.699,0.661,0.656,0.0,0.237,0.526,1
0.266,0.202,0.276,0.295,0.342,0.643,0.448,0.27,0.568,0.454,0.033,0.863,0.942,0.444,0.331,0.054,0.321,0.101,0.329,0.689,0.69,0.78,0.288,0.215,1
0.2540823221206665,0.8041667938232422,0.46666255593299866,0.32969021797180176,0.2775242328643799,0.42202964425086975,0.2994832396507263,0.5041455626487732,0.47320759296417236,0.18682681024074554,0.5344154238700867,0.08820507675409317,0.2023697942495346,0.28265273571014404,0.657742440700531,0.7427230477333069,0.6082402467727661,0.43965187668800354,0.6466287970542908,0.421362966299057,0.3993782699108124,0.16496802866458893,0.14205394685268402,0.47116267681121826,0
0.295517235994339,0.40259692072868347,0.218631774187088,0.22688528895378113,0.30856287479400635,0.7348294258117676,0.49589115381240845,0.5360456705093384,0.35372021794319153,0.09127803146839142,0.3846588432788849,0.11297953873872757,0.184266597032547,0.22229857742786407,0.295415997505188,0.5562112331390381,0.20189936459064484,0.06888457387685776,0.24559320509433746,0.6752424836158752,0.6888344287872314,0.6421361565589905,0.2604468762874603,0.18436647951602936,0
0.257,0.513,0.09,0.181,0.211,0.89,0.3,0.545,0.279,0.051,0.233,0.02,0.075,0.111,0.175,0.855,0.297,0.051,0.207,0.761,0.766,0.754,0.225,0.089,1
0.239,0.219,0.293,0.449,0.367,0.61,0.421,0.305,0.676,0.543,0.067,0.647,0.896,0.333,0.364,0.354,0.361,0.122,0.364,0.754,0.753,0.016,0.074,0.193,1
0.377,0.614,0.487,0.043,0.394,0.504,0.414,0.42,0.188,0.075,0.3,0.235,0.144,0.0,0.542,0.463,0.533,0.258,0.558,0.653,0.65,0.713,0.541,0.451,1
0.439,0.61,0.354,0.307,0.232,0.484,0.467,0.546,0.466,0.155,0.267,0.235,0.248,0.111,0.559,0.515,0.37,0.242,0.517,0.487,0.482,0.606,0.163,0.387,1
0.382995903,0.764307976,0.597435296,0.498878926,0.407119364,0.400134921,0.541321278,0.516303182,0.555543184,0.403996557,0.370773584,0.557808578,0.560332298,0.506350636,0.660505116,0.171869487,0.623729408,0.469847918,0.648683071,0.602982759,0.529925227,0.441715598,0.304209411,0.654047012,0
0.3189941346645355,0.254573792219162,0.20803560316562653,0.3537119925022125,0.36186063289642334,0.7592646479606628,0.4318464696407318,0.4172957241535187,0.5166977047920227,0.3080476224422455,0.119847871363163,0.575971245765686,0.4926140308380127,0.3363991677761078,0.23218262195587158,0.07942069321870804,0.2855018079280853,0.047523461282253265,0.23811595141887665,0.8267585039138794,0.8447734117507935,0.714984118938446,0.21952292323112488,0.14662998914718628,0
0.154458687,0.95843184,0.777446926,0.266879469,0.320561916,0.140262067,0.45600003,0.488102078,0.386973262,0.176981196,0.596271873,0.300222814,0.278536499,0.356614172,0.889874578,0.229291603,0.790673554,0.785073757,0.912585914,0.424215645,0.435203493,0.111893401,0.138566822,0.806726336,0
0.499,0.551,0.679,0.887,0.581,0.413,0.207,0.23,0.853,0.993,0.7,0.373,0.786,0.333,0.61,0.059,0.89,0.428,0.71,0.698,0.691,0.73,0.697,0.642,1
0.211,0.328,0.471,1.0,0.706,0.511,0.709,1.0,0.509,0.226,0.5,0.157,0.232,0.333,0.476,0.602,0.246,0.162,0.402,0.491,0.49,0.526,0.231,0.316,1
0.2695072293281555,0.5776231288909912,0.31456631422042847,0.4408038556575775,0.21610739827156067,0.6424045562744141,0.228384330868721,0.4825911819934845,0.5770693421363831,0.313175767660141,0.45033156871795654,0.11352244764566422,0.286180317401886,0.35394513607025146,0.4131248891353607,0.7282117009162903,0.5335594415664673,0.2525550127029419,0.44837987422943115,0.4823512136936188,0.4767893850803375,0.20130163431167603,0.11340449005365372,0.25063011050224304,0
0.508,0.585,0.544,0.774,0.518,0.49,0.175,0.329,0.837,0.788,0.467,0.255,0.567,0.222,0.549,0.345,0.803,0.348,0.642,0.626,0.62,0.409,0.369,0.343,0
0.428,0.587,0.471,0.335,0.0,0.193,0.592,0.575,0.27,0.146,0.8,0.098,0.162,0.111,0.815,0.757,0.354,0.42,0.703,0.138,0.135,0.829,0.802,0.752,1
0.346,0.306,0.342,0.283,0.387,0.636,0.0,0.137,0.626,0.592,0.0,0.765,0.429,0.333,0.359,0.063,0.792,0.203,0.493,0.961,0.955,0.205,0.125,0.195,1
0.2927989959716797,0.6297354102134705,0.3804883658885956,0.31173744797706604,0.36279040575027466,0.5050486326217651,0.3691825866699219,0.4360778033733368,0.46496614813804626,0.24809521436691284,0.21725837886333466,0.3685125410556793,0.364917129278183,0.30071496963500977,0.5239338874816895,0.21029461920261383,0.5303372740745544,0.20828485488891602,0.5295627117156982,0.6875676512718201,0.6671644449234009,0.3840022087097168,0.1827303022146225,0.3674411475658417,0
0.37,0.692,0.44,0.39,0.41,0.404,0.317,0.308,0.686,0.491,0.067,0.647,0.63,0.444,0.648,0.217,0.582,0.366,0.656,0.639,0.629,0.409,0.15,0.486,1
0.43,0.723,0.806,0.093,0.3,0.052,0.668,0.407,0.207,0.132,1.0,0.0,0.098,0.111,0.97,0.394,0.571,0.736,0.885,0.3,0.289,0.78,0.788,0.975,1
0.475,0.671,0.423,0.397,0.287,0.398,0.649,0.478,0.466,0.306,0.4,0.255,0.434,0.111,0.649,0.19,0.26,0.248,0.544,0.898,0.883,0.746,0.274,0.601,1
0.224,0.635,0.607,0.255,0.291,0.363,0.154,0.547,0.188,0.11,0.533,0.137,0.168,0.0,0.673,0.341,0.876,0.497,0.758,0.14,0.142,0.057,0.174,0.566,1
0.264,0.602,0.133,0.081,0.151,0.812,0.653,0.473,0.251,0.047,0.333,0.059,0.208,0.333,0.264,0.839,0.007,0.034,0.144,0.818,0.819,0.738,0.23,0.169,1
0.3272136449813843,0.4667211174964905,0.33665844798088074,0.25541555881500244,0.3851553201675415,0.6264768242835999,0.6354392766952515,0.5590100288391113,0.35492804646492004,0.11312709003686905,0.4879121482372284,0.15938320755958557,0.22736786305904388,0.2527609169483185,0.4120628237724304,0.5167122483253479,0.20353245735168457,0.14712299406528473,0.32435235381126404,0.598450779914856,0.6031926274299622,0.7439022660255432,0.46331536769866943,0.31359612941741943,0
0.397,0.563,0.381,0.362,0.256,0.429,0.291,0.155,0.635,0.639,0.467,0.471,0.538,0.667,0.598,0.114,0.556,0.307,0.607,0.571,0.567,0.689,0.717,0.559,1
0.30071860551834106,0.41707730293273926,0.242701917886734,0.25053054094314575,0.3493594229221344,0.6863132119178772,0.4416770040988922,0.4694983959197998,0.3942137658596039,0.15634562075138092,0.20015431940555573,0.3106853663921356,0.30073869228363037,0.2615681290626526,0.3230976462364197,0.21843388676643372,0.3122926354408264,0.07214496284723282,0.30843037366867065,0.7655519247055054,0.7676809430122375,0.6039455533027649,0.21047718822956085,0.20820781588554382,0
0.2990485429763794,0.6625269055366516,0.5673670768737793,0.44788581132888794,0.5053240656852722,0.331556499004364,0.5598143935203552,0.35894909501075745,0.6417912840843201,0.46928784251213074,0.15541362762451172,0.7711442708969116,0.6785103678703308,0.3316265642642975,0.7175228595733643,0.02532551996409893,0.4328513443470001,0.3134180009365082,0.6420168876647949,0.7507936954498291,0.7334622740745544,0.6974713206291199,0.45287132263183594,0.5658857822418213,0
0.203876764,0.914951503,0.691581309,0.308198571,0.355797291,0.235338256,0.487727135,0.565605342,0.390594363,0.179951981,0.507190406,0.302708775,0.362077177,0.391625524,0.816966295,0.302320898,0.702291191,0.683983862,0.799372256,0.497465283,0.475159317,0.189190358,0.185793445,0.74143362,0
0.28414771,0.566002965,0.369841665,0.293734223,0.358757228,0.581937194,0.555041492,0.625999033,0.332022041,0.112217568,0.297931492,0.230681896,0.346959829,0.331906378,0.458367795,0.409795374,0.324101448,0.204637244,0.310626894,0.725314736,0.676809371,0.509641647,0.271581739,0.375082433,0
0.21360409259796143,0.903849720954895,0.7606993913650513,0.2675175666809082,0.4329429268836975,0.18468664586544037,0.49859994649887085,0.49046894907951355,0.4151582717895508,0.21121181547641754,0.4767487347126007,0.33183902502059937,0.28512364625930786,0.3282102644443512,0.8812793493270874,0.2567003667354584,0.7410029172897339,0.718280553817749,0.8302104473114014,0.4350786507129669,0.45091962814331055,0.22755417227745056,0.21067675948143005,0.8175902366638184,0
0.37,0.517,0.316,0.309,0.226,0.501,0.554,0.453,0.362,0.261,0.2,0.373,0.462,0.222,0.525,0.534,0.256,0.171,0.44,0.52,0.517,0.033,0.047,0.399,1
0.29055550694465637,0.2914251983165741,0.12555618584156036,0.22073031961917877,0.23718787729740143,0.8528594970703125,0.4203662574291229,0.5520036220550537,0.35643914341926575,0.0653858333826065,0.46751657128334045,0.04050343483686447,0.12378140538930893,0.19141823053359985,0.1762487292289734,0.8020062446594238,0.1281055212020874,0.03253316134214401,0.14025422930717468,0.6694837808609009,0.6988703608512878,0.6234498023986816,0.19324113428592682,0.09222172200679779,0
0.475,0.612,0.538,0.537,0.617,0.444,0.599,0.252,0.828,0.676,0.067,0.804,0.706,0.556,0.595,0.176,0.405,0.262,0.556,0.591,0.584,0.0,0.086,0.296,1
0.32290488481521606,0.2990339994430542,0.18787428736686707,0.21132877469062805,0.39402374625205994,0.7617581486701965,0.5338640213012695,0.47742143273353577,0.34942492842674255,0.12126759439706802,0.1717934012413025,0.36726707220077515,0.29830631613731384,0.23902636766433716,0.23745593428611755,0.14542223513126373,0.19657479226589203,0.0348559133708477,0.20865651965141296,0.8292734026908875,0.8419103026390076,0.7816200256347656,0.27011728286743164,0.15733174979686737,0
0.18678443133831024,0.9181413650512695,0.7729959487915039,0.2580755054950714,0.39407142996788025,0.18286298215389252,0.44330382347106934,0.4994327127933502,0.41388148069381714,0.21210873126983643,0.4984124004840851,0.298249214887619,0.2610470652580261,0.33928942680358887,0.8885146975517273,0.2866170406341553,0.7989656329154968,0.7493065595626831,0.8483073711395264,0.40373867750167847,0.4214368164539337,0.1635054498910904,0.14636097848415375,0.8279002904891968,0
0.257,0.237,0.241,0.379,0.316,0.723,0.468,0.331,0.623,0.456,0.0,0.686,0.867,0.222,0.267,0.065,0.272,0.072,0.265,0.917,0.916,0.409,0.146,0.157,0
0.288,0.847,0.56,0.179,0.29,0.263,0.459,0.424,0.332,0.184,0.267,0.51,0.29,0.333,0.808,0.164,0.554,0.514,0.769,0.675,0.658,0.575,0.255,0.778,1
0.355,0.681,0.275,0.232,0.299,0.744,0.289,0.423,0.375,0.23,0.367,0.216,0.29,0.333,0.341,0.733,0.467,0.149,0.378,0.407,0.413,0.0,0.07,0.206,1
0.255,0.374,0.129,0.141,0.186,0.861,0.395,0.476,0.288,0.094,0.467,0.02,0.117,0.222,0.172,0.781,0.244,0.045,0.186,0.842,0.846,0.821,0.313,0.078,0
0.208,0.306,0.114,0.291,0.23,0.83,0.462,0.585,0.434,0.098,0.3,0.255,0.277,0.333,0.186,0.4,0.169,0.039,0.163,0.704,0.71,0.764,0.278,0.089,0
0.554,0.27,0.108,0.168,0.202,0.881,0.459,0.478,0.295,0.115,0.333,0.157,0.208,0.222,0.132,0.488,0.166,0.027,0.126,0.748,0.755,0.813,0.316,0.03,1
0.475,0.899,0.892,0.321,0.498,0.108,0.679,0.569,0.377,0.141,0.433,0.176,0.144,0.222,0.957,0.334,0.635,0.778,0.909,0.395,0.382,0.467,0.595,0.881,1
0.302840829,0.438223898,0.256706983,0.290612906,0.339737862,0.674302757,0.451598585,0.501088142,0.422127992,0.172608048,0.262246042,0.231125802,0.305529296,0.280787438,0.343640447,0.327116817,0.30690524,0.10463243,0.305033058,0.736551762,0.739729881,0.586994767,0.232849583,0.23040919,0
0.319,0.688,0.68,0.446,0.372,0.244,0.416,0.27,0.577,0.58,0.733,0.255,0.393,0.333,0.791,0.372,0.697,0.56,0.797,0.426,0.419,0.73,0.607,0.701,1
0.537,0.506,0.315,0.298,0.348,0.598,0.22,0.487,0.369,0.214,0.033,0.529,0.462,0.222,0.436,0.106,0.565,0.197,0.481,0.799,0.794,0.516,0.138,0.292,1
0.421,0.431,0.283,0.231,0.083,0.421,0.588,0.557,0.241,0.08,0.5,0.039,0.104,0.0,0.578,0.799,0.197,0.181,0.461,0.372,0.373,0.927,0.807,0.452,1
0.277,0.535,0.34,0.282,0.455,0.468,0.422,0.411,0.446,0.285,0.0,0.725,0.693,0.222,0.558,0.171,0.4,0.233,0.529,0.654,0.646,0.754,0.244,0.429,1
0.397,0.451,0.147,0.228,0.2,0.878,0.317,0.533,0.308,0.103,0.3,0.039,0.122,0.222,0.173,0.823,0.331,0.056,0.217,0.587,0.596,0.746,0.236,0.095,0
0.299109548330307,0.47164756059646606,0.29797887802124023,0.28122738003730774,0.3528795540332794,0.626693069934845,0.4616992473602295,0.47221511602401733,0.4230441153049469,0.18020649254322052,0.2372785359621048,0.30705296993255615,0.3224969804286957,0.27408963441848755,0.3927878737449646,0.24217723309993744,0.33365917205810547,0.11141999810934067,0.3652932345867157,0.720784068107605,0.7158161401748657,0.5892534852027893,0.25161686539649963,0.2620070278644562,0
0.293,0.625,0.215,0.214,0.301,0.556,0.702,0.512,0.326,0.115,0.1,0.51,0.567,0.333,0.498,0.14,0.033,0.101,0.327,0.691,0.685,0.754,0.258,0.412,1
0.537,0.703,1.0,0.567,0.402,0.014,0.578,0.404,0.467,0.531,0.467,0.275,0.445,0.222,1.0,0.12,0.821,1.0,1.0,0.229,0.216,0.083,0.399,0.98,1
0.317,0.902,0.555,0.416,0.293,0.357,0.716,0.617,0.546,0.167,0.467,0.176,0.399,0.111,0.735,0.485,0.312,0.342,0.626,0.629,0.615,0.697,0.261,0.66,1
0.228,0.616,0.324,0.255,0.264,0.619,0.439,0.406,0.392,0.268,0.267,0.392,0.393,0.222,0.44,0.188,0.37,0.155,0.423,0.719,0.715,0.764,0.589,0.329,1
0.39,0.767,0.557,0.214,0.555,0.287,0.554,0.457,0.397,0.176,0.233,0.49,0.451,0.333,0.769,0.089,0.463,0.428,0.708,0.815,0.796,0.492,0.232,0.71,1
1.0,0.513,0.458,0.195,0.168,0.254,0.789,0.311,0.407,0.324,0.133,0.784,0.613,0.222,0.745,0.008,0.161,0.253,0.543,0.429,0.423,0.803,0.811,0.663,1
